11.921	12.116	11.921	12.116	47692100	12.116
12.127	12.312	12.127	12.250	57040900	12.250
12.291	12.353	12.194	12.338	24277700	12.338
12.230	12.333	12.163	12.281	39050300	12.281
12.353	12.369	12.188	12.322	43846600	12.322
12.364	12.503	12.343	12.343	40792400	12.343
12.410	12.425	12.111	12.111	43859100	12.111
12.065	12.132	11.926	12.018	44130800	12.018
12.106	12.142	11.915	12.085	38336000	12.085
12.127	12.230	11.848	11.848	66690200	11.848
11.941	11.941	11.787	11.895	23716900	11.895
11.848	12.158	11.751	12.121	69099100	12.121
12.049	12.158	11.622	11.714	57190800	11.714
11.776	11.792	11.096	11.220	100335700	11.220
11.179	11.189	10.828	11.179	108230600	11.179
11.055	11.230	11.024	11.024	56425600	11.024
10.875	11.096	10.751	11.091	59728800	11.091
10.870	10.911	10.473	10.530	94390500	10.530
10.700	10.880	10.334	10.334	76280700	10.334
10.509	10.756	10.375	10.612	62630300	10.612
10.447	10.746	10.411	10.689	55887700	10.689
10.767	11.004	10.674	10.942	58167200	10.942
11.014	11.055	10.473	10.519	81703200	10.519
10.540	10.648	9.500	9.530	140109200	9.530
9.273	9.778	8.958	9.515	191991900	9.515
9.658	9.757	9.273	9.699	89792800	9.699
9.695	10.020	9.541	9.917	75577200	9.917
10.213	10.375	10.098	10.284	87549800	10.284
10.416	10.416	9.819	10.000	72545200	10.000
10.000	10.174	9.747	9.842	67595800	9.842
9.842	10.076	9.819	9.940	88993900	9.940
9.940	10.123	9.839	10.061	130367900	10.061
10.169	10.265	10.100	10.210	85752300	10.210
10.210	10.313	10.081	10.293	115065700	10.293
10.293	10.401	10.016	10.396	68546500	10.396
10.396	10.478	10.148	10.191	57404000	10.191
10.191	10.271	9.689	9.772	62113000	9.772
9.702	9.756	9.356	9.633	75421800	9.633
9.633	9.730	9.428	9.519	67611100	9.519
9.685	9.839	9.529	9.838	59033700	9.838
9.838	10.074	9.695	9.951	39069400	9.951
9.951	10.024	9.758	9.994	46113400	9.994
9.994	10.262	9.819	10.237	58265200	10.237
10.237	10.458	10.132	10.349	82306400	10.349
10.349	10.736	10.334	10.710	63257800	10.710
10.710	10.813	10.710	10.746	44591000	10.746
10.746	10.782	10.514	10.643	49682800	10.643
10.643	10.798	10.586	10.798	44318300	10.798
10.725	10.767	10.566	10.643	38691600	10.643
10.643	10.813	10.633	10.679	33930700	10.679
10.648	10.664	10.488	10.519	46135500	10.519
10.519	10.643	10.416	10.617	41829300	10.617
10.658	10.741	10.576	10.705	60691800	10.705
10.622	10.674	10.447	10.519	54734000	10.519
10.519	10.617	10.318	10.334	134913500	10.334
10.313	10.324	9.942	10.158	83751900	10.158
10.201	10.391	10.179	10.344	43703800	10.344
10.344	10.411	9.920	10.087	86774700	10.087
10.087	10.365	9.974	10.365	80951000	10.365
10.365	10.447	10.244	10.365	45031500	10.365
10.365	10.504	10.277	10.385	66971000	10.385
10.458	10.488	10.207	10.263	35307100	10.263
10.263	10.313	9.976	10.138	40275300	10.138
10.138	10.396	10.123	10.396	28920900	10.396
10.365	10.365	10.355	10.355	2513100	10.355
10.365	10.365	10.355	10.355	2513100	10.355
10.396	10.550	10.234	10.473	63590500	10.473
10.473	10.581	10.375	10.509	42781700	10.509
10.442	10.463	10.217	10.370	45498200	10.370
10.468	10.823	10.391	10.792	64493900	10.792
10.942	11.117	10.921	11.014	80466400	11.014
11.014	11.143	10.962	11.019	120092700	11.019
11.019	11.148	10.988	11.065	41537300	11.065
11.065	11.138	10.875	11.117	94564900	11.117
11.117	11.204	10.689	10.808	146563200	10.808
10.808	10.839	10.602	10.720	156193400	10.720
10.720	10.901	10.612	10.849	185752100	10.849
10.849	10.895	10.494	10.540	146123700	10.540
10.540	10.576	10.129	10.211	217446700	10.211
10.211	10.519	10.097	10.262	214671800	10.262
10.262	10.535	10.159	10.344	256267000	10.344
10.237	10.260	9.747	9.785	163822100	9.785
9.785	9.889	9.231	9.376	266882900	9.376
9.479	9.900	9.386	9.748	270558400	9.748
9.748	10.137	9.686	9.839	186467700	9.839
9.495	9.597	9.356	9.547	155946700	9.547
9.415	9.521	8.804	8.871	330083900	8.871
8.871	8.953	8.383	8.649	297824600	8.649
8.649	8.979	8.080	8.253	468603100	8.253
8.253	8.551	7.774	7.944	288162100	7.944
9.479	9.788	9.170	9.788	341764300	9.788
9.495	9.685	9.051	9.462	154844900	9.462
9.462	9.819	9.149	9.499	88867000	9.499
9.499	9.787	9.242	9.418	104876900	9.418
9.249	9.273	8.387	8.572	145181300	8.572
8.572	8.800	8.326	8.492	92894200	8.492
8.823	9.031	8.673	9.012	97465800	9.012
8.742	8.917	8.526	8.778	105398100	8.778
8.778	9.046	8.325	8.685	94501200	8.685
8.685	8.936	8.346	8.866	152340700	8.866
8.866	9.031	8.593	8.764	73502700	8.764
8.345	8.475	8.151	8.420	112846300	8.420
8.420	8.682	8.367	8.367	111629700	8.367
8.367	8.629	8.098	8.462	143122600	8.462
8.608	8.723	8.542	8.655	109070700	8.655
8.533	8.624	8.510	8.577	31053400	8.577
8.469	8.546	8.201	8.451	69056000	8.451
8.345	8.387	8.150	8.294	122753200	8.294
8.294	8.520	8.224	8.256	111694100	8.256
8.256	8.270	7.738	7.779	153800600	7.779
7.779	7.934	7.530	7.688	108110700	7.688
7.688	7.799	7.434	7.578	104782300	7.578
7.578	7.873	7.480	7.870	80441800	7.870
7.870	8.373	7.655	8.277	88569700	8.277
9.014	9.014	8.817	8.871	156560000	8.871
8.871	9.047	8.776	8.957	82471000	8.957
8.957	9.257	8.716	9.195	110847800	9.195
9.195	9.407	8.990	9.159	87954000	9.159
9.159	9.448	9.078	9.305	121449800	9.305
9.407	9.783	9.396	9.633	184621100	9.633
9.633	9.895	9.633	9.705	121002000	9.705
9.530	9.669	9.409	9.644	56274600	9.644
9.452	9.623	9.355	9.455	51161300	9.455
9.455	9.529	9.068	9.099	52603800	9.099
9.099	9.318	9.027	9.141	62239800	9.141
9.141	9.336	9.077	9.336	45941100	9.336
9.107	9.191	8.702	8.702	65737500	8.702
8.770	9.231	8.625	9.005	82283800	9.005
9.005	9.231	8.608	8.961	82116700	8.961
9.273	9.273	9.086	9.086	49445000	9.086
9.034	8.898	8.947	9.095	38560300	9.095
8.947	9.556	8.947	9.489	66047900	9.489
9.489	10.148	9.221	10.103	121148900	10.103
10.103	10.303	9.970	10.251	164751000	10.251
10.251	10.396	10.164	10.271	81682700	10.271
10.271	10.308	10.107	10.186	112665100	10.186
10.231	10.437	10.128	10.437	53464600	10.437
10.437	10.499	10.251	10.421	122604600	10.421
10.421	10.458	10.066	10.166	83708300	10.166
10.166	10.318	9.839	9.962	70094200	9.962
9.962	10.200	9.718	9.887	225461700	9.887
10.030	10.136	9.736	10.097	302864700	10.097
10.097	10.194	9.876	9.963	392612500	9.963
9.963	10.339	9.850	10.283	338757000	10.283
10.283	10.427	10.164	10.421	98490200	10.421
10.421	10.555	10.344	10.530	301763900	10.530
10.530	10.818	10.530	10.736	165421500	10.736
10.736	10.844	10.669	10.746	209558600	10.746
10.746	10.746	10.509	10.571	163723000	10.571
10.571	10.571	10.202	10.271	172850300	10.271
10.132	10.658	10.132	10.658	303156200	10.658
10.658	10.746	10.488	10.694	101933300	10.694
10.694	10.767	10.488	10.658	128493700	10.658
10.658	10.798	10.602	10.689	126503500	10.689
10.689	10.787	10.313	10.411	161685500	10.411
10.411	10.628	10.411	10.581	56271500	10.581
10.581	10.581	10.406	10.473	87434100	10.473
10.473	10.473	9.973	10.013	125714600	10.013
10.013	10.087	9.860	9.981	126311300	9.981
9.981	10.075	9.723	9.788	83845500	9.788
9.788	9.854	9.594	9.731	96607300	9.731
9.731	9.835	9.648	9.815	105675500	9.815
9.815	9.838	9.655	9.824	44124300	9.824
