0.7328850	0.7294170
0.7212185	0.7125902
0.7092279	0.7084888
0.6961841	0.6982483
0.6878393	0.6823061
0.6938346	0.6768930
0.6910800	0.6898863
0.6816009	0.6861503
0.6756056	0.6705650
0.6912420	0.6767477
0.6927813	0.7037530
0.6703395	0.6845179
0.6921332	0.6630088
0.6923762	0.6990729
0.7123876	0.6845376
0.7095520	0.7111194
0.7084987	0.7118592
0.7182209	0.6980266
0.7114964	0.7204880
0.7139269	0.7017027
0.7049340	0.7088197
0.7005590	0.6931905
0.6837884	0.6938316
0.7020173	0.6698359
0.6970753	0.7026434
0.6871101	0.6918762
0.7025034	0.6761239
0.7144940	0.7115779
0.7229199	0.7139973
0.7195171	0.7177666
0.7119015	0.7115251
0.7095520	0.7063645
0.6932674	0.7015065
0.6897837	0.6735806
0.6718788	0.6510035
0.6759297	0.6568098
0.6828972	0.6702477
0.6878393	0.6480393
0.6967512	0.6774745
0.7074455	0.7077571
0.7179778	0.7245367
0.7196792	0.7126260
0.6988577	0.7141441
0.6999919	0.6567551
0.6913230	0.6955146
0.6844365	0.6843722
0.6912420	0.6759540
0.6719598	0.6878548
0.6825731	0.6582838
0.6828162	0.6897222
0.6821680	0.6786022
0.6689622	0.6810334
0.6731751	0.6646489
0.6681520	0.6736958
0.6736612	0.6636865
0.6726080	0.6725400
0.6598882	0.6730266
0.6487078	0.6531141
0.6525966	0.6414737
0.6635340	0.6602338
0.6594831	0.6700088
0.6668557	0.6631903
0.6632099	0.6686884
0.6897837	0.6622667
0.6756056	0.7050988
0.6699344	0.6649021
0.6748764	0.6711356
0.6634530	0.6719966
0.6652354	0.6571675
0.6561614	0.6659473
0.6569716	0.6516638
0.6424694	0.6600067
0.6402009	0.6375796
0.6559994	0.6403718
0.6360690	0.6697362
0.6362311	0.6266539
0.6636150	0.6347251
0.6564855	0.6658423
0.6698534	0.6612385
0.6677469	0.6810680
0.6358260	0.6656018
0.6268330	0.6200625
0.6301547	0.6227524
0.6370412	0.6341691
0.6506522	0.6462914
0.6646682	0.6657734
0.6822490	0.6697730
0.6785222	0.6954176
0.6694483	0.6721480
0.6552702	0.6658720
0.6564044	0.6432957
0.6313700	0.6654176
0.6114397	0.6165250
0.6127360	0.5980340
0.6116017	0.6193559
0.6131411	0.6213520
0.6056064	0.6193913
0.5945070	0.6109145
0.6040671	0.5961650
0.6343677	0.6176271
0.6623997	0.5825162
0.6548651	0.6700513
0.6338005	0.6234014
0.6329093	0.6137897
0.6127360	0.6640260
0.6150855	0.6315440
0.6114397	0.6202937
0.5794377	0.6166481
0.5630722	0.5533220
0.5562667	0.5606964
0.5316374	0.5663272
0.5378757	0.5247196
0.5317184	0.5175781
0.5299360	0.5187150
0.4857814	0.5374448
0.5013368	0.4757653
0.5342299	0.4683211
0.5397391	0.5334592
0.5437090	0.5426025
0.5466256	0.5449241
0.5243458	0.5577255
0.5083043	0.5118069
0.5123552	0.4975766
0.5123552	0.5151500
0.5125982	0.5189832
0.5091955	0.5100845
0.5016609	0.5086213
0.5136515	0.4941156
0.5134084	0.5183996
0.5359313	0.5180628
0.5377137	0.5542963
0.5117070	0.5443238
0.4813254	0.5002469
0.4716033	0.4598053
0.4809204	0.4652990
0.4884550	0.4810823
0.4609900	0.5031702
0.4393583	0.4473945
0.4583975	0.4199078
0.4700640	0.4498315
0.4941262	0.4848235
0.4941262	0.5203141
0.4830268	0.5025233
0.4933160	0.4799908
0.4808393	0.4952522
0.4567771	0.4762821
0.4779227	0.4464526
0.4938022	0.4782949
0.5155149	0.5202579
0.5078992	0.5378467
0.5163250	0.5182142
0.5195657	0.5294758
0.5013368	0.5233153
0.4936401	0.4947587
0.5076562	0.4880193
0.5229685	0.5110689
0.5287207	0.5391965
0.5300170	0.5430728
0.5251560	0.5351746
0.5354452	0.5248237
0.5257231	0.5448522
0.5200519	0.5279023
0.5061978	0.5131994
0.5066029	0.5028211
0.5133274	0.5002779
0.4886980	0.5172824
0.5030382	0.4818742
0.5108158	0.5121859
0.5062789	0.5201455
0.4996354	0.5095909
0.5373086	0.4931688
0.5363364	0.5641276
0.5155959	0.5467301
0.4910476	0.5040357
0.4844851	0.4732284
0.4903184	0.4740492
0.4861055	0.4967678
0.4742769	0.4799372
0.4766264	0.4693371
0.4652029	0.4811388
0.4653650	0.4615419
0.4847282	0.4636219
0.4716033	0.4989360
0.4597748	0.4683906
0.4679575	0.4506653
0.4612331	0.4718935
0.4651219	0.4609820
0.4490805	0.4747799
0.4370898	0.4388919
0.4281779	0.4251163
0.4299603	0.4185962
0.4357936	0.4274282
0.4588026	0.4305266
0.4580734	0.4772107
0.4673904	0.4684958
0.4637446	0.4856202
0.4827838	0.4635808
0.4950174	0.4987170
0.4985822	0.5108456
0.4969618	0.5037201
0.4870777	0.4988196
0.4984202	0.4871622
0.4773556	0.5051460
0.4703881	0.4686830
0.4592076	0.4633920
0.4661752	0.4583913
0.4674714	0.4704610
0.4674714	0.4692921
0.4841611	0.4773062
0.4771936	0.4860866
0.4824597	0.4776114
0.4870777	0.4813938
0.4851333	0.4893534
0.4741149	0.4866298
0.4842421	0.4720828
0.4899943	0.4830001
0.4980151	0.4938119
0.5026331	0.5098366
0.4832699	0.5112403
0.4615572	0.4839311
0.4549137	0.4534840
0.4545086	0.4361094
0.4791380	0.4509257
0.4775176	0.4960597
0.4741959	0.4796995
0.4799481	0.4848793
0.4724945	0.4834588
0.4774366	0.4715158
0.4682816	0.4802070
0.4918577	0.4666546
0.4934781	0.5063309
0.4991493	0.5000535
0.4991493	0.5115667
0.5023900	0.5034515
0.5140566	0.5072843
0.5133274	0.5289879
0.4994734	0.5237178
0.4966378	0.4937732
